CodigoPessoaJuridica;CodigoTipoEmpresa;RazaoSocial;NomeFantasia;NumeroCNPJ;NumeroInscricaoEstadual
765;2;GERDAU ACOMINAS S/A;Gerdau Acominas;33611500000895;
772;2;CIMENTO MAUA;Cimento Maua;33815580003069;
773;1;EMPRESA DE CIMENTOS LIZ S.A;;33920299000313;
774;1;COMPANHIA COREANO BRASILEIRA DE PELOTIZAÇÃO - KOBRASCO;;33931494000187;
776;2;PETROBRAS DISTRIBUIDORA S A;;34274233000102;
779;2;PETROBRAS DISTRIBUIDORA S A;;34274233001680;
780;2;PETROBRAS DISTRIBUIDORA S A;PETROBRAS DISTRIBUIDORA S A;34274233002652;
781;1;PETROBRAS DISTRIBUIDORA S A;;34274233002903;
782;2;PETROBRAS DISTRIBUIDORA S A;;34274233006569;
783;1;PETROBRAS DISTRIBUIDORA S A;;34274233009584;
784;2;PETROBRAS DISTRIBUIDORA S A;;34274233014901;
791;1;PETROBRAS DISTRIBUIDORA S A;;34274233032306;
792;1;PETROBRAS DISTRIBUIDORA S A;;34274233037448;
800;1;ENGARRAFAMENTO COROA LTDA;;35504133000180;
801;2;E D & F MAN BRASIL S/A;E D & F Man;35829068000162;
804;1;CBF INDÚSTRIA DE GUSA S/A;;36312056000129;
805;2;CBF INDÚSTRIA DE GUSA S/A;CBF;36312056000552;
807;1;BRASIL QUARRIES IMPORTAÇÃO E EXPORTAÇÃO LTDA;;36341063000159;
809;1;TEMPERVIDROS VIDROS E CRISTAIS TEM;;37365657000162;
812;1;MINERAÇÃO CORCOVADO DE MINAS LTDA;;39282298000105;
814;2;CISA TRADING S/A;;39373782000140;
815;1;SUS IMPORTAÇÃO E EXPORTAÇÃO LTDA;;39375332000196;
816;1;GRANITO ZUCCHI LTDA;;39622121000100;
819;1;KATOEN NATIE DO BRASIL LTDA;;40924102000118;
820;1;DISTRIBUÍDORA PATRIOTA LTDA;;41069915000130;
826;1;BHP BILLITON METAIS S/A;;42105890000901;
827;1;BRASKEM S/A;;42150391000170;
829;2;ARACRUZ CELULOSE S/A;;42157511000242;
830;1;PSC TERMINAIS INTERMODAIS LTDA;Porto Seco do Cerrado;42276816000273;
831;2;LOG - IN - LOGÍSTICA INTERMODAL S/A;Log - In;42278291000124;
832;2;CELULOSE NIPO BRASILEIRA S A CENIBRA;CELULOSE NIPO BRASILEIRA S A CENIBRA;42278796000199;
833;1;MINERAÇÃO CARAÍBA LTDA - DIPOM - CON;;42509257000113;
835;1;INTEGRAL TRANSPORTE E AGENCIAMENTO;;43145945002581;
848;2;MOINHO DE TRIGO SANTO ANDRE S/A;Moinho Santo Andre;44203487000185;
849;2;USINA MANDU S/A;;44366276000163;
850;1;COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA;;44373108000103;
851;1;ALSTOM BRASIL LTDA;;44682318001066;
855;1;RIGESA CELULOSE, PAPEL E EMB. LTDA;;45989050000777;
857;1;COPEBRAS LTDA;;46567202000110;
859;1;COPEBRAS LTDA;;46567202000706;
860;2;MAEDA AGROINDÚSTRIAL;Maeda AgroIndústrial;47037353001363;
865;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525000108;
867;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525007625;
869;2;LOUIS DREYFUS COMMODITIES/AGROINDÚSTRIAL S/A;;47067525009679;
870;2;LOUIS DREYFUS COMMODITIES/AGROINDÚSTRIAL S/A;;47067525009750;
871;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;COMERCIO E INDUSTRIAS BRASILEIRAS COINBRA S/A;47067525011223;
875;1;PEDRASIL COMERCIAL E LOGÍSTICA INTEGRADA LTDA;Pedrasil;47870688000124;
876;2;BELGO - MINEIRA PIRACICABA S/A;;48170765000104;
877;1;BASF S/A;;48539407000118;
881;1;GRANOL INDÚSTRIA COMÉRCIO E EXPORTAÇÃO SA;;50290329000960;
882;2;GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA;;50290329002660;
883;2;GRANOL INDÚSTRIA COMÉRCIO E EXPORTAÇÃO SA;;50290329004876;
884;1;USINA DE AÇUCAR E ÁLCOOL MB LTDA;;50403385000106;
885;1;BOMBRIL S/A;;50564053000880;
887;2;COSAN S/A INDUSTRIA E COMERCIO;Cosan;50746577003483;
889;1;COINBRA CRESCIUMAL S/A;;51376853000910;
892;1;BREX DO BRASIL EXPORTAÇÃO LTDA;;53361077000153;
893;1;FERTIGRAN FERTILIZANTES VALE DO RIO GRANDE LTDA;;53400818000834;
897;1;I. B. A. DO SUDESTE - FILIAL MARANHÃO;;55962385000240;
900;2;MAEDA S/A AGROINDÚSTRIAL;Maeda - Faz. Guapirama;57069007001400;
907;2;WHIRLPOOL S.A;Unidade de Eletrodomésticos;59105999003959;
908;2;GENERAL MOTORS DO BRASIL LTDA;;59275792000150;
909;1;RECKITT BENCKISER BRASIL LTDA;;59557124000115;
911;1;KIMBERLY - CLARK KENKO IND.COM.LTDA;Kimberly;59883868000200;
912;1;NESTLE BRASIL;;60409075000667;
913;1;NESTLE BRASIL;Nestle;60409075004905;
915;1;NESTLE BRASIL;;60409075010034;
916;1;NESTLE BRASIL;;60409075044605;
918;1;DOW BRASIL S/A;;60435351000157;
919;2;CARGILL AGRICOLA S A;;60498706000319;
920;1;CARGILL AGRICOLA S A;;60498706000904;
922;2;CARGILL AGRICOLA SA;CARGILL AGRICOLA SA;60498706003849;
923;2;CARGILL AGRICOLA SA;CARGILL AGRICOLA SA;60498706013488;
924;2;CARGILL AGRICOLA S A;;60498706016150;
925;2;CARGILL AGRICOLA S A;;60498706027276;
927;2;COMPANHIA BRASILEIRA DE BEBIDAS - AMBEV;AMBEV;60522000001821;
928;1;COMPANHIA BRASILEIRA DE BEBIDAS - AMBEV;;60522000002801;
929;2;COMPANHIA BRASILEIRA DE BEBIDAS - AMBEV;Ambev;60522000003018;
932;2;FIBRIA CELULOSE S/A;FIBRIA CELULOSE S/A;60643228017440;
933;2;ACOS VILLARES S/A;;60664810004242;
934;1;ACOS VILLARES S/A;;60664810004757;
935;2;ANACONDA INDÚSTRIAL E AGRICOLA DE CEREAIS S/A;;60728029000205;
936;1;ANACONDA INDÚSTRIAL E AGRICOLA DE CEREAIS S/A;;60728029000388;
939;1;HAMBURG SUD BRASIL LTDA;;60867520001361;
940;2;HOLCIM (BRASIL) S/A;Ciminas;60869336000389;
941;1;HOLCIM (BRASIL) S/A;;60869336000460;
942;1;HOLCIM (BRASIL) S/A;Ciminas;60869336000621;
944;2;HOLCIM (BRASIL) S/A;Holcim;60869336001270;
947;1;HOLCIM (BRASIL) S/A;;60869336008010;
948;1;CONFAB INDÚSTRIAL S/A;;60882628004268;
951;2;ARCELORMITTAL SUL FLUMINENSE S.A;ARCELORMITTAL SUL FLUMINENSE S.A;60892403001862;
952;2;USINAS SIDERURGICAS DE MINAS GERAIS S/A;Usiminas;60894730000105;
953;2;USINAS SIDERURGICAS DE MINAS GERAIS S/A;;60894730002582;
956;1;UNILEVER BRASIL LTDA;Unilever;61068276010240;
957;1;UNILEVER BRASIL LTDA;Unilever;61068276012455;
959;1;UNILEVER BRASIL LTDA;Unilever;61068276019387;
960;1;UNILEVER BRASIL LTDA;;61068276030780;
963;2;BUNGE FERTILIZANTES S/A;MANAH FABRICA DE CUBATAO;61082822004221;
964;2;BUNGE FERTILIZANTES S/A;;61082822014618;
965;2;BUNGE FERTILIZANTES S/A;;61082822015428;
966;2;BUNGE FERTILIZANTES S/A;;61082822015509;
967;1;BUNGE FERTILIZANTES S/A;;61082822016408;
968;2;BUNGE FERTILIZANTES S/A;;61082822016580;
969;2;BUNGE FERTILIZANTES S/A;;61082822017471;
971;1;MARINGÁ S/A - CIMENTO E FERRO LIGA;;61082988000250;
972;3;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;;61149589000189;
974;3;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;COPERSUCAR;61149589007604;
975;3;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;;61149589011202;
976;1;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;;61149589014482;
977;1;CIA. NITRO QUIMICA BRASILEIRA;;61150348000150;
978;2;MOSAIC FERTILIZANTES DO BRASIL LTDA;;61156501002108;
979;2;MOSAIC FERTILIZANTES DO BRASIL LTDA;;61156501007240;
988;1;LAFARGE BRASIL S/A;;61403127006500;
989;2;LAFARGE BRASIL S/A;;61403127006853;
990;2;LAFARGE BRASIL S/A;Fábrica;61403127009798;
991;1;LAFARGE BRASIL S/A;;61403127012233;
992;2;CBA - CIA BRASILEIRA DE ALUMÍNIO;CBA;61409892000335;
994;1;FERTIBRÁS S/A;;61442109000688;
995;1;FERTIBRÁS S/A;;61442109002389;
999;1;SOLVAY INDUPA DO BRASIL S/A;;61460325000494;
1001;1;TETRA PAK LTDA;;61528030001727;
1002;1;SUCOCITRICO CUTRALE LTDA;;61649810000249;
1004;2;INTERCEMENT BRASIL S.A.;INTERCEMENT BRASIL S.A.;62258884000136;
1007;2;INTERCEMENT BRASIL S.A.;INTERCEMENT BRASIL S.A.;62258884002422;
1008;2;INTERCEMENT BRASIL S.A.;INTERCEMENT BRASIL S.A.;62258884002503;
1009;2;INTERCEMENT BRASIL S.A.;INTERCEMENT BRASIL S.A.;62258884002775;
1013;1;MONTE SANTO MINERADORA E EXPORTADORA;;62644505000146;
1014;2;MONTE SANTO MINERADORA E EXPORTADORA;Monte Santo;62644505000308;
1016;1;DEGUSSA BRASIL LTDA;Degussa;62695036004858;
1017;1;NEDLLOYD DO BRASIL NAVEGAÇÃO LTDA;P&O Nedlloyd;63001556000112;
1022;2;CIMENTO RIO BRANCO S/A;;64132236002370;
1023;2;CIMENTO RIO BRANCO S/A;Cimento Rio Branco;64132236004585;
1024;2;CIMENTO RIO BRANCO S/A;Cimento Rio Branco;64132236004828;
1025;2;CIMENTO RIO BRANCO S/A;Moagem Volta Redonda;64132236005980;
1026;1;MONSANTO DO BRASIL LTDA;;64858525000226;
1027;2;CAMIL ALIMENTOS S/A;;64904295000103;
1030;1;FUCHSAGRO BRASIL;Fuchsagro Brasil;66203050000184;
1032;1;AURICCHIO BARROS EXTRAÇÃO COM AREIA E PEDRA LTDA;;67280008000120;
1033;1;AURICCHIO BARROS EXTRAÇÃO COM AREIA E PEDRA LTDA;Auricchio Barros Extração Com Areia e Pedra LTDA;67280008000472;
1040;1;SATÉLITE DIST DE PETRÓLEO LTDA;;70052352000257;
1042;1;SATÉLITE DIST DE PETRÓLEO LTDA;;70052352000923;
1043;1;SATÉLITE DIST DE PETRÓLEO LTDA;;70052352001571;
1044;1;SATÉLITE DIST DE PETRÓLEO LTDA;;70052352001652;
1045;1;SATÉLITE DIST DE PETRÓLEO LTDA;;70052352001733;
1046;1;CERÂMICA PORTO RICO LTDA;;70237185000138;
1048;1;MINERACAO LAVRAS DOS VERDES LTDA;;71391965000109;
1049;1;CISAM SIDERÚRGIA;Cisam;71397509000168;
1050;1;CISAM SIDERÚRGIA;Cisam;71397509000249;
1051;1;VDL SIDERÚRGIA LTDA;VDL Siderúrgia LTDA;71464069000114;
1053;1;RUMO LOGISTICA OPERADORA MULTIMODAL S.A;;71550388000223;
1054;1;J. MACEDO ALIMENTOS S/A;;72027014001505;
1058;1;USACIGA - AÇÚCAR, ÁLCOOL E ENERGIA;;75031633000166;
1059;1;COOPERVAL COOPERATIVA AGROINDÚSTRIAL VALE DO IVAI LTDA;;75084871000130;
1060;1;SPERAFICO AGROINDÚSTRIAL LTDA;;75215756000157;
1061;1;COOP. TRIT. TAPARENSE LTDA;;75717055000109;
1062;1;USINA DE ACUCAR SANTA TEREZINHA LTDA;USINA DE ACUCAR SANTA TEREZINHA LTDA;75717355000103;
1063;1;SEARA - INDÚSTRIA E COMÉRCIO DE PRO LTDA;;75739086000178;
1064;1;MOLIZA REVESTIMENTOS CERÂMICOS LTDA;;75880518000166;
1065;3;COAMO AGROINDÚSTRIAL COOPERATIVA;;75904383000636;
1066;1;COAMO AGROINDÚSTRIAL COOPERATIVA;;75904383004704;
1067;1;BRASCAL CALCAREO DO BRASIL LTDA;;76013440000145;
1068;1;COPACOL - COOPERATIVA AGROINDÚSTRIAL CONSOLATA;Copacol CF;76093731000190;
1069;1;COOPAVEL COOPERATIVA AGROINDÚSTRIAL;;76098219000137;
1070;3;COOPAVEL COOPERATIVA AGROINDÚSTRIAL;Coopavel;76098219002695;
1073;1;SABARÁLCOOL S/A - AÇÚCAR E ÁLCOOL;;76509611000121;
1074;1;COOP. TRIT. ALTO URUGUAI LTDA;;76535764000143;
1077;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;;77294254000194;
1078;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;;77294254001590;
1079;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;;77294254001751;
1080;1;PROFERTIL PLANT BEM LTDA;;77353662000170;
1082;1;TERRA RICA IND.COM.CALC. FERT.SOLO;;77388874000192;
1083;1;COOP. AGROINDÚSTRIAL LAR;;77752293000198;
1084;1;MOINHO IGUACU AGROINDÚSTRIAL LTDA;;77753275000120;
1085;1;MOINHO IGUACU AGROINDÚSTRIAL LTDA;;77753275000554;
1087;1;TRANSPORTADORA FANY LTDA;;77798510000180;
1088;1;AGRÍCOLA HORIZONTE LTDA;;77837979000181;
1089;1;I. RIEDI & CIA LTDA;;77856995000111;
1090;1;C.VALE - COOPERATIVA AGROINDÚSTRIAL;;77863223000107;
1091;1;COOP. AGRARIA MISTA ENTRE RIOS LTDA;;77890846000179;
1092;1;COMIM & CIA. LTDA;;77899631000119;
1093;1;TRANSPORTADORA BINACIONAL LTDA;;77945368000157;
1094;1;IMCOPA IMP.EXP.E IND.DE ÓLEOS LTDA;;78571411000124;
1095;1;PISOFORTE REVESTIMENTOS CERÂMICOS LTDA;;78815107000185;
1097;1;COCAMAR COOPERATIVA AGROINDÚSTRIAL;;79114450000408;
1098;1;MINAGEO LTDA;;79408266000128;
1099;1;CECRISA REVESTIMENTOS CERÂMICOS S/A;;79655916000644;
1100;2;CECRISA REVESTIMENTOS CERÂMICOS S/A;Cecrisa;79655916000806;
1103;1;CARBONIFERA CATARINENSE LTDA;;80418205000120;
1104;1;COROL COOPERATIVA AGROINDÚSTRIAL;;80906779000903;
1105;1;V. PILATI EMP. DE TRANSP. ROD. LTDA;;81127144000296;
1106;1;A B COMÉRCIO DE INSUMOS LTDA;AB;81175416000142;
1111;1;CARBONÍFERA BELLUNO LTDA;;83163576000105;
1116;2;CARBONÍFERA CRICIÚMA S/A;;83647909000163;
1117;2;CARBONÍFERA METROPOLITANA S/A;;83647917000100;
1125;2;BUNGE ALIMENTOS S/A;;84046101000193;
1126;2;BUNGE ALIMENTOS S/A;;84046101001750;
1127;2;BUNGE ALIMENTOS S/A;BUNGE ALIMENTOS S/A;84046101005748;
1128;2;BUNGE ALIMENTOS S/A;;84046101012523;
1129;2;BUNGE ALIMENTOS S/A;;84046101022839;
1130;2;BUNGE ALIMENTOS S/A;;84046101024700;
1131;2;BUNGE ALIMENTOS S/A;;84046101028446;
1132;2;BUNGE ALIMENTOS S/A;;84046101034179;
1133;2;BUNGE ALIMENTOS S/A;;84046101038328;
1134;1;BUNGE ALIMENTOS S/A;;84046101039561;
1137;1;BUSCHLE - SC;;84684471001209;
1138;1;METALÚRGICA TIMBOENSE S/A - METISA;;86375425000109;
1139;1;EMPRESA MINEIRA DE GRANITOS LTDA;;86430535000118;
1140;2;ELIANE REVESTIMENTOS CERÂMICOS S/A;Eliane;86532538003269;
1141;1;CARMENSE COMERCIAL LTDA;Carmense;86545944000321;
1145;1;JOSAPAR JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES;;87456562003148;
1146;1;BIANCHI S/A IND.COM. E AGRICULTURA;;87548020000180;
1149;1;UTILFERTIL IND. COM. FERTILIZANTES;;88305859000400;
1151;1;COOP TRIT. REG. SÃO LUIZENSE LTDA;;88676127000419;
1152;2;IPIRANGA PETROQUÍMICA S/A;Ipiranga;88939236000139;
1153;1;COOPERATIVA AGRICOLA TUPANCIRETA LTDA;;89371705000140;
1156;1;FERTIPAR FERTILIZ. DO PARANÁ LTDA;;90810706000373;
1157;1;DOUX FRANGOSUL S/A AGRO AVICOLA IND;;91374561001340;
1158;2;YARA BRASIL FERTILIZANTES S/A;;92660604000263;
1159;1;YARA BRASIL FERTILIZANTES S/A;;92660604005060;
1160;2;YARA BRASIL FERTILIZANTES S/A;;92660604009805;
1161;2;YARA BRASIL FERTILIZANTES S/A;Yara Brasil;92660604011389;
1163;2;YARA BRASIL FERTILIZANTES S/A;;92660604012431;
1164;2;DIST. PROD. PETRÓLEO IPIRANGA S/A;;92689256000176;
1165;1;AVIPAL S/A - AVIC. E AGROPECUÁRIA;;92776665000100;
1170;1;CENTENARIA DISTRIB MAT ESCRITORIO E ESCOLAR LTDA - EPP;;93791143000220;
1173;1;CEREALISTA ROSALITO LTDA;;95354234018054;
1174;1;E. ORLANDO ROOS & CIA LTDA;;95438188000109;
1175;1;MOINHO TAQUARIENSE LTDA;;97834188000105;
1176;2;COMPANHIA LIBRA DE NAVEGAÇÃO;Libra;42581413000157;
1177;1;INDÚSTRIA DUREINO;;10981488000139;
1178;1;MHAG SERVIÇOS E MINERAÇÃO S/A;;5116209000562;
1179;1;MOINHOS CRUZEIRO DO SUL S/A;;88301155002314;
1180;1;USINA PUMATY S/A;;10803815001134;
1181;1;GABRIELLA MINERAÇÃO LTDA;;7105967000187;
1182;1;CARBONÍFERA SIDERÓPOLIS LTDA;;83852137000100;
1183;1;COLUMBIA DISTRIBUIDORA DE ALIMENTOS LTDA;;4366298000109;
1184;1;PEDRO RAIMUNDO DE AZEVEDO DISTRIBUIDORA;Pedro Raimundo;972674000158;
1185;1;POMPEU LIRA DE MORAES FONSECA;;2974928000100;
1186;1;TCI - TRANSPORTE COM. E INDÚSTRIA LTDA;;512881000120;
1187;1;DIST DE CIMENTO E MAT DE CONST LTDA;;3575706000170;
1188;1;FRANCISCO DIMAS PINHEIRO MONTENEGRO;;4570862000100;
1189;1;COLORMINAS COLORIFÍCIO DE MIN LTDA;;80084809000188;
1191;1;FERRONORTE INDÚSTRIAL LTDA;;3119889000119;
1192;1;ADM DO BRASIL LTDA;;2017264000345;
1193;1;YARA BRASIL FERTILIZANTES S/A;;92660604001316;
1194;1;BAXTER HOSPITALAR LTDA;;49351786000261;
1195;1;BRASKEM S/A;;42150391000847;
1197;1;BUNGE ALIMENTOS S/A;;84046101040144;
1198;1;BRASÍLIA ALIMENTOS LTDA;;56809338000143;
1199;1;BIANCHI S/A IND.COM. E AGRICULTURA;;87548020002042;
1202;1;GUACIRA ALIMENTOS LTDA;;48347736000167;
1203;1;CEREALISTA NARDO LTDA;;56816085000135;
1204;1;CEREALISTA ROSALITO LTDA;;53622478000110;
1205;1;CHEVRON ORONTE BRASIL LTDA;;42352559000201;
1206;1;CIMENTO RIO BRANCO S/A;;64132236000598;
1207;1;COAMO AGROINDÚSTRIAL COOPERATIVA;;75904383005514;
1208;1;COINBRA IND. E EXPORTADORA LTDA;;61080552000656;
1210;1;COMPAGER - LOGÍSTICA, TRANSPORTES E ARMAZENS GERAIS LTDA;;106386000382;
1212;1;INTEGRADA COOP.AGROINDÚSTRIAL;;993264001912;
1213;1;INTERNATIONAL PAPER DO BRASIL LTDA.;;52736949000158;
1214;1;KLABIN S/A;;89637490012828;
1215;1;AGIP LIQUIGAS S/A;;60886413002433;
1216;1;MARASCA COMÉRCIO DE CEREAIS LTDA;;94106747000253;
1218;1;MERIDIAN RODOFERROVIÁRIA LTDA;;79071403000181;
1219;1;MONSANTO DO BRASIL LTDA;Bunge Fertilizantes;64858525000145;
1221;1;OURO VERDE TRANSPORTE E LOCACAO LTDA;;75609123000123;
1222;1;OVETRIL ÓLEOS VEGETAIS LTDA;;84591064002903;
1224;2;PETROBRAS DISTRIBUIDORA S A;;34274233006801;
1225;1;POTENCIAL PETRÓLEO LTDA;;80795727000222;
1226;1;PETRÓLEO BRASILEIRO S/A PETROBRAS;;33000167080970;
1227;1;ALE COMBUSTIVEIS S/A;;1136598002823;
1228;1;RIPASA S/A - CELULOSE E PAPEL;;51468791002325;
1229;1;E ORLANDO ROOS & CIA LTDA;;91494765000180;
1231;1;SADIA S/A;;20730099002138;
1232;1;SADIPE - SERV AUXILIARES DE DISTRIBUIÇÃO DE PETRÓLEO LTDA;;711620000139;
1234;1;SEARA - INDÚSTRIA E COMÉRCIO DE PRO LTDA;;75739086000410;
1235;1;SLC ALIMENTOS S/A;;4107020000206;
1236;1;SPERAFICO AGROINDÚSTRIAL LTDA;;75215756002010;
1237;1;USINA DE ACUCAR SANTA TEREZINHA LTDA;;75717355000448;
1238;1;BRADO LOGISTICA S/A;;3307926000201;
1239;1;IND. DE COMPENSADOS SUDATI LTDA;;2314153000210;
1240;1;CIA SUZANO DE PAPEL E CELULOSE;;60651726000388;
1242;1;TANAC S/A;;91359711000102;
1243;2;TCP - TERMINAL DE CONTEINERES DE PARANÁGUA S/A;;3020098000137;
1246;2;TERMINAL GRANELEIRO S/A - TERGRASA;;1785688000125;
1247;1;TRAMONTINA FERRAMENTAS S/A;;88037668000154;
1250;1;USINA CERRADINHO AÇÚCAR E ÁLCOOL S/A;;47062997000178;
1251;1;VALE DO IVAI S/A;;75177857000180;
1252;2;VEGA DO SUL S/A;Vega do Sul;3795031000174;
1253;1;CIMENTO RIO BRANCO S/A;;64132236006367;
1254;1;ALIMENTOS ZAELI LTDA;;77917680000137;
1255;1;SUCDEN DO BRASIL;Sucden do Brasil LTDA;308337000403;
1256;1;GALVANI INDUSTRIA, COMERCIO E SERVICOS S/A;Galvani;546997000341;
1258;1;MAXION SISTEMAS/AUTOMOTIVOS LTDA;Maxion;736859000163;
1259;1;MUTUAL LOGÍSTICA E AGENCIAMENTO LTDA;;789908000126;
1263;1;MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA;;1341776000308;
1264;2;ARCELOR MITTAL CONVARRI BRASIL PRODUTOS SIDERURGICOS S/A;Arcelor Mittal;2235994000312;
1266;1;MJM TRANSPORTES RODOVIARIO LTDA;;2286395000166;
1267;1;SEPETIBA TECON S/A;;2394276000208;
1268;2;ALIANCA NAVEGAÇÃO E LOGÍSTICA LTDA;;2427026001207;
1269;1;ALIANCA NAVEGAÇÃO E LOGÍSTICA LTDA;ALIANÇA RJ;2427026002009;
1270;2;RUMO MALHA PAULISTA S.A;RUMO MALHA PAULISTA S.A;2502844000166;
1271;1;JALLES MACHADO S/A;;2635522000195;
1273;1;FIAGRIL LTDA;FIAGRIL;2734023000155;
1274;1;GOIASA GOIATUBA ÁLCOOL LTDA;;2773950000184;
1275;1;MAC CARGO DO BRASIL;Mac Cargo;3051284000133;
1277;1;MENDONÇA E CUNHA COMÉRCIO IMPORTA -;;3225639000163;
1278;1;APM GLOBAL LOGISTICS BRASIL LTDA;;3598524000114;
1280;1;PORTOFER TRANSPORTES FERROVIARIO;Portofer;3835338000151;
1281;1;VCP EXPORTADORA E PARTICIPAÇÕES LTDA;;4200557000127;
1282;1;NATIVE PRODUTOS ORGANICOS COM IMP EXP LTDA;;4212116000226;
1283;1;SEMP TOSHIBA AMAZONAS S/A;;4400552000148;
1285;1;RAPIDO FERNAO DIAS BH LTDA;;4846334000131;
1286;1;USINA VERTENTE LTDA;;5242560000176;
1287;1;UNIPAR COMMERCE S/A;;5298178000184;
1289;1;SP COMÉRCIO DE MATERIAIS PARA CONST RUCAO E PARTICIPAÇÕES LTDA;;5600219000145;
1290;1;BRACO IMPORTADORA E EXPORTADORA;Braco;5633735000176;
1292;1;PETROLOG SOLUÇÕES E SERVIÇOS LTDA;;5850071000105;
1293;2;GERDAU ACOMINAS S/A;;7358761000169;
1294;2;GERDAU ACOMINAS S/A;;7358761001645;
1295;1;GERDAU ACOMINAS S/A;;7358761001726;
1296;2;GERDAU AÇOS  LONGOS S/A;GERDAU;7358761001807;
1297;1;GERDAU ACOMINAS S/A;;7358761003850;
1298;2;GERDAU ACOMINAS S/A;;7358761003931;
1299;1;TC FALLGATTER COMÉRCIO EXTERIOR LTDA A;;7387419000197;
1300;1;DOMINUS TRASNPORTES, LOGÍSTICA E SERVIÇOS LTDA;;7477651000116;
1301;1;CCB - CIMPOR CIMENTOS DO BRASIL LTDA;;10919934002048;
1302;2;USINA CORURIPE AÇÚCAR E ÁLCOOL S/A;;12229415001001;
1303;2;USINA CORURIPE AÇÚCAR E ÁLCOOL S/A;;12229415001435;
1304;1;ELEKEIROZ S/A;;13788120000490;
1305;1;SAMA MINERAÇÃO DE AMIANTO LTDA;Sama;15104599000180;
1306;2;VALE MANGANES S/A;;15144306007959;
1307;2;SUZANO PAPEL E CELULOSE S/A;;16404287004738;
1310;1;GERDAU ACOMINAS S/A;;17227422012960;
1311;2;GERDAU ACOMINAS S/A;Gerdau Acominas S/A;17227422013185;
1313;1;EXPORTADORA DE CAFE GUAXUPE LTDA;;20775003000104;
1314;1;PLANTAR EMPREENDIMENTOS E PRODUTOS FLORESTAIS;Plantar;21752910000109;
1315;2;FERTILIZANTES HERINGER S/A;;22266175001907;
1316;2;CIA. CIMENTO PORTLAND ITAÚ S/A;;24030025004517;
1317;2;ARCELOR BRASIL SA;Arcelor Brasil Sa;24315012015367;
1318;2;ALL- AMERICA LATINA LOGISTICA MALHA NORTE S;Ferronorte S/A Ferrovias Norte Brasil;24962466000306;
1319;2;ARCOM;Arcom;25769266000124;
1320;1;ALTIVO PEDRAS;Altivo Pedras;26183699000166;
1323;2;IESA - PROJETOS EQUIP. E MONTAGENS S/A;;29918943000856;
1324;1;MULTITERMINAIS/ALFANDEGADOS DO BRAS II LTDA;;31096068000220;
1325;1;MULTITERMINAIS/ALFANDEGADOS DO BRAS II LTDA;;31096068000301;
1326;1;MULTITERMINAIS/ALFANDEGADOS DO BRAS II LTDA;;31096068000573;
1327;1;CIMENTO TUPI S/A;;33039223000200;
1328;1;CIMENTO TUPI S/A;;33039223001606;
1329;1;CIMENTO TUPI S/A;;33039223002408;
1330;1;VALE S/A;;33592510037821;
1332;1;EMPRESA DE CIMENTOS LIZ S.A;;33920299001719;
1333;2;E D & F MAN BRASIL S/A;;35829068000839;
1335;1;VOTORANTIM METAIS ZINCO S/A;;42416651000883;
1336;1;AREMASSA COMERCIAL LTDA;;43933886000139;
1337;1;SIEMENS LTDA;;44013159000116;
1338;1;TOME ENGENHARIA E TRANSPORTES LTDA;;44384832000124;
1340;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525010766;
1341;1;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525011142;
1342;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525013358;
1343;1;USINA MOEMA AÇÚCAR E ÁLCOOL LTDA;;49652290000147;
1344;1;JARDEST S/A AÇÚCAR E ÁLCOOL;;50735281000107;
1345;1;WILPORT OPERADORES PORTUÁRIOS LTDA;;51077576003103;
1346;2;FISCHER S/A - AGROINDÚSTRIA;;52311529000120;
1348;1;TRANSNOVAG TRANSPORTES LTDA;;55890016000109;
1349;1;DAIMLERCHRYSLER DO BRASIL LTDA;;59104273003730;
1350;1;VOLKSWAGEM DO BRASIL LTDA;Volkswagem;59104422005704;
1351;1;POLIBRASIL RESINAS S/A;;59682583000473;
1352;2;CARGILL AGRICOLA S A;;60498706006945;
1353;2;CARGILL AGRICOLA S A;Cargill;60498706007836;
1355;1;CARGILL AGRICOLA S A;;60498706027942;
