CodigoFluxoTransporte;CodigoFerrovia;CodigoCliente;CodigoMercadoria;CodigoUnidadeTarifaria;CodigoFluxoTransporteFerrovia;DataExclusao;CodigoEstacaoOrigem;CodigoEstacaoDestino;CodigoTipoFluxoTransporte;DistanciaItinerario;CodigoMercadoriaFerrovia;CodigoReferenciaEstacaoOrigem;CodigoReferenciaEstacaoDestino
42667;4;525;15;1;A8048;;3133;3109;3.0;670,876;;VTU;VOB
42668;4;574;6;1;A8058;;3115;3133;2.0;638,629;2630.0;VFU;VTU
42669;4;566;6;1;A8059;;3115;3133;2.0;638,629;2630.0;VFU;VTU
42670;4;3306;26;1;A8064;;2366;2384;2.0;131,619;2586.0;VCL;VPN
42671;4;929;31;1;A8068;;3133;3345;1.0;720,522;2609.0;VTU;EPM
42672;4;929;31;1;A8069;;3133;3345;1.0;720,522;2609.0;VTU;EPM
42673;4;350;26;1;A8076;;2384;3133;2.0;27,215;;VPN;VTU
42674;4;4385;26;1;A8077;;2373;3133;2.0;322,514;2586.0;VGV;VTU
42675;4;4385;26;1;A8080;;2373;3133;2.0;322,514;2586.0;VGV;VTU
42676;4;4271;65;1;A8083;;3133;3503;1.0;1429,792;;VTU;ZVF
42677;4;4271;65;1;A8084;;3133;3503;1.0;1429,792;;VTU;ZVF
42678;4;3719;65;1;A8099;;3133;3322;1.0;1514,543;2593.0;VTU;ELC
42679;4;525;11;1;A8101;;3109;3133;3.0;670,876;2699.0;VOB;VTU
42680;4;737;15;1;A8104;;2380;2659;3.0;225,045;;VMR;EPI
42681;4;3405;8;1;A8110;;3133;3103;3.0;1006,099;2661.0;VTU;FBM
42682;8;2844;48;1;A7891;;3497;3016;2.0;555,438;2424.0;ZRP;ISN
42683;8;149;59;1;A7902;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42684;8;2873;59;1;A7903;;3259;3133;2.0;1408,646;;EBJ;VTU
42685;8;2877;59;1;A7904;;3259;3133;2.0;1408,646;;EBJ;VTU
42686;8;3951;48;1;A7907;;3492;3016;2.0;368,601;;ZMQ;ISN
42687;8;1998;65;1;A7914;;3016;3322;1.0;1006,472;2467.0;ISN;ELC
42688;8;4417;40;1;A7918;;3009;3381;1.0;890,699;;IPG;EYF
42689;8;2824;46;1;A7921;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42690;8;1828;59;1;A7923;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42691;8;2357;46;1;A7924;;3259;3133;2.0;1408,646;;EBJ;VTU
42692;8;1329;59;1;A7937;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42693;8;3001;59;1;A7938;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42694;8;2992;59;1;A7939;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42695;8;3345;42;1;A7943;;3182;2659;3.0;1024,877;2536.0;DKZ;EPI
42696;8;3345;42;1;A7944;;3182;2659;3.0;1024,877;;DKZ;EPI
42697;8;3345;42;1;A7945;;3182;2659;3.0;1024,877;2538.0;DKZ;EPI
42698;8;4418;96;3;A7946;;3297;3064;3.0;971,522;2722.0;EGA;ZBL
42699;8;1828;59;1;A7949;;3259;3016;2.0;922,369;2429.0;EBJ;ISN
42700;8;1478;59;1;A7950;;3259;3016;2.0;922,369;2429.0;EBJ;ISN
42701;8;2958;59;1;A7955;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42702;8;4341;48;1;A7957;;3510;3016;2.0;659,990;;ZYW;ISN
42703;8;4419;48;1;A7958;;3510;3016;2.0;659,990;2837.0;ZYW;ISN
42704;8;3083;46;1;A7960;;3347;3133;2.0;1053,617;2484.0;EPP;VTU
42705;8;4065;48;1;A7970;;3510;3016;2.0;659,990;2837.0;ZYW;ISN
42706;8;981;33;1;A7977;;3267;3069;3.0;1154,289;2492.0;EBZ;ZAL
42707;8;3691;59;1;A7981;;3501;2998;2.0;871,500;2429.0;ZUL;ICZ
42708;8;1570;59;1;A7983;;3259;3016;2.0;922,369;2429.0;EBJ;ISN
42709;8;2338;46;1;A7984;;3347;3133;2.0;1053,617;2484.0;EPP;VTU
42710;8;3431;59;1;A7985;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42711;8;856;59;1;A7986;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42712;8;860;59;1;A7987;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42713;8;3907;59;1;A7988;;3259;3133;2.0;1408,646;;EBJ;VTU
42714;8;2977;59;1;A7989;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42715;8;4065;48;1;A8001;;3492;3016;2.0;368,601;2837.0;ZMQ;ISN
42716;8;4065;48;1;A8002;;3492;3016;2.0;368,601;;ZMQ;ISN
42717;8;4065;48;1;A8003;;3492;2998;2.0;375,264;;ZMQ;ICZ
42718;8;822;36;1;A8004;;3194;3153;3.0;447,724;2442.0;DNH;DCP
42719;8;4065;48;1;A8005;;3492;3016;2.0;368,601;2837.0;ZMQ;ISN
42720;8;4065;48;1;A8006;;3492;3016;2.0;368,601;;ZMQ;ISN
42721;8;2338;46;1;A8007;;3347;3133;2.0;1053,617;2484.0;EPP;VTU
42722;8;3083;46;1;A8008;;3347;3133;2.0;1053,617;2484.0;EPP;VTU
42723;8;1886;59;1;A8011;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42724;8;2877;46;1;A8012;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42725;8;3002;59;1;A8013;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42726;8;4065;48;1;A8017;;3492;3016;2.0;368,601;2837.0;ZMQ;ISN
42727;8;2824;46;1;A8022;;3347;3133;2.0;1053,617;2484.0;EPP;VTU
42728;8;4065;48;1;A8026;;3492;3016;2.0;368,601;2837.0;ZMQ;ISN
42729;8;4065;48;1;A8027;;3492;3016;2.0;368,601;;ZMQ;ISN
42730;8;4065;48;1;A8028;;3492;3016;2.0;368,601;2837.0;ZMQ;ISN
42731;8;2976;46;1;A8029;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42732;8;2910;46;1;A8030;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42733;8;801;26;1;A8032;;2620;2384;2.0;867,325;;ECM;VPN
42734;8;4219;46;1;A8041;;3259;3133;2.0;1408,646;;EBJ;VTU
42735;8;4219;46;1;A8042;;3259;3133;2.0;1408,646;;EBJ;VTU
42736;8;2916;46;1;A8054;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42737;8;1570;59;1;A8055;;3259;3133;2.0;1408,646;2429.0;EBJ;VTU
42738;8;742;128;1;A8065X;;2579;3339;3.0;1019,312;2437.0;ZZZ;EOO
42739;8;3951;48;1;A8071;;3497;3016;2.0;555,438;2424.0;ZRP;ISN
42740;8;2870;46;1;A8081;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42741;8;2994;46;1;A8082;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42742;8;155;59;1;A8096;;3259;3016;2.0;922,369;2429.0;EBJ;ISN
42743;8;4420;46;1;A8097;;2617;3133;2.0;656,541;2484.0;ECA;VTU
42744;8;4421;89;2;A8107;;3154;3329;3.0;1070,595;2438.0;DCS;EMC
42745;8;4421;87;2;A8108;;3154;3329;3.0;1070,595;2436.0;DCS;EMC
42746;8;2873;46;1;A8114;;3259;3133;2.0;1408,646;2484.0;EBJ;VTU
42747;12;4255;46;1;A7964;;3114;4084;2.0;725,700;2762.0;PPF;QPI
42748;12;4422;46;1;A7965;;3114;4084;2.0;725,700;2762.0;PPF;QPI
42749;12;4423;46;1;A7966;;3114;4084;2.0;725,700;2762.0;PPF;QPI
42750;12;4356;46;1;A7967;;3114;4084;2.0;725,700;2762.0;PPF;QPI
42751;12;4320;46;1;A7968;;3114;4084;2.0;725,700;2762.0;PPF;QPI
42752;12;4424;1;1;A7975;;4102;2352;3.0;722,500;2860.0;PPN;QAL
42753;12;1117;46;1;A7978;;4067;4084;2.0;976,700;;PPT;QPI
42754;12;4425;46;1;A7979;;4067;4084;2.0;976,700;;PPT;QPI
42755;12;4255;46;1;A8034;;4067;4084;2.0;976,700;2762.0;PPT;QPI
42756;12;4325;46;1;A8035;;4067;4084;2.0;976,700;2762.0;PPT;QPI
42757;12;3915;46;1;A8050;;3114;4084;2.0;725,700;2762.0;PPF;QPI
42758;12;4425;46;1;A8053;;3114;4084;2.0;725,700;;PPF;QPI
42759;12;427;1;1;A8066;;4102;2352;3.0;722,500;2860.0;PPN;QAL
42760;12;3981;46;1;A8090;;3114;4084;2.0;725,700;2762.0;PPF;QPI
42761;12;3986;46;1;A8091;;4067;4084;2.0;976,700;;PPT;QPI
42762;12;3984;46;1;A8092;;4067;4084;2.0;976,700;;PPT;QPI
42763;12;3985;46;1;A8093;;4067;4084;2.0;976,700;;PPT;QPI
42764;12;3983;46;1;A8094;;4067;4084;2.0;976,700;;PPT;QPI
42765;12;3988;46;1;A8095;;4067;4084;2.0;976,700;;PPT;QPI
42766;12;4009;46;1;A8103;;3114;4084;2.0;725,700;;PPF;QPI
42767;12;2781;46;1;A8112;;4067;4084;2.0;976,700;2762.0;PPT;QPI
42768;12;2786;46;1;A8113;;4067;4084;2.0;976,700;2762.0;PPT;QPI
42769;11;1953;93;3;35510;;2826;2998;2.0;174,889;572.0;FCA;ICZ
42770;11;1953;94;3;35511;;2826;2998;1.0;174,889;;FCA;ICZ
42771;11;525;11;1;36473;;2826;3109;1.0;536,712;;FCA;VOB
42772;11;1282;10;1;37864;;2985;2826;1.0;335,310;697.0;HIT;FCA
42773;11;1282;10;1;37865;;2985;2826;1.0;335,310;697.0;HIT;FCA
42774;11;1282;10;1;37866;;2985;2826;1.0;335,310;697.0;HIT;FCA
42775;11;1282;10;1;37867;;2985;2826;1.0;335,310;697.0;HIT;FCA
42776;11;1282;10;1;37868;;2985;2826;1.0;335,310;697.0;HIT;FCA
42777;11;509;93;3;39842;;2847;2806;2.0;481,686;572.0;FDM;FAR
42778;11;509;94;3;39843;;2806;2847;1.0;490,472;571.0;FAR;FDM
42779;11;1953;94;3;43180;;2998;2826;1.0;174,889;;ICZ;FCA
42780;11;1953;93;3;43181;;2998;2826;1.0;174,889;;ICZ;FCA
42781;11;710;9;1;44778;;3001;3015;1.0;4,190;676.0;IIP;ISC
42782;11;3690;48;1;85956;;2563;3016;2.0;430,611;;ZWY;ISN
42783;11;3690;48;1;85957;;2563;3016;2.0;510,361;901.0;ZWY;ISN
42784;11;3690;48;1;85958;;2563;3016;2.0;430,611;;ZWY;ISN
42785;11;3690;48;1;85959;;2563;3016;2.0;510,361;;ZWY;ISN
42786;11;4065;48;1;85972;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42787;11;4065;48;1;85974;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42788;11;4065;48;1;85978;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42789;11;4065;48;1;85979;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42790;11;4065;48;1;85980;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42791;11;4065;48;1;85981;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42792;11;4065;48;1;85982;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42793;11;4065;48;1;85983;;2516;3016;2.0;507,435;;ZSD;ISN
42794;11;4065;48;1;85984;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42795;11;4065;48;1;85985;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42796;11;4065;48;1;85989;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42797;11;4065;48;1;85990;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42798;11;4065;48;1;85991;;2516;3016;2.0;507,435;;ZSD;ISN
42799;11;4065;48;1;85992;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42800;11;4065;48;1;85993;;2516;3016;2.0;507,435;901.0;ZSD;ISN
42801;11;4065;48;1;85994;;2516;3016;2.0;507,435;;ZSD;ISN
42802;4;748;1;1;MEA3522;;2618;3133;3.0;650,009;3248.0;ECE;VTU
42803;4;748;1;1;MEA7676;;2618;3133;3.0;650,009;2838.0;ECE;VTU
42804;11;567;93;3;34802;;2847;2806;2.0;481,686;572.0;FDM;FAR
42805;10;201;30;1;PAX13;;2781;2781;3.0;0,000;551.0;MCP;MCP
42806;1;1188;46;1;40942;;1960;1920;2.0;1158,076;1571.0;NVA;NRG
42807;1;4376;95;3;43193;;1959;2043;3.0;1874,318;1411.0;NUG;ZTY
42808;1;4376;93;3;43198;;1959;2043;3.0;1874,318;1409.0;NUG;ZTY
42809;1;4376;93;3;43204;;1959;2043;3.0;1874,318;1409.0;NUG;ZTY
42810;1;4140;93;3;43279;;1920;1912;3.0;899,767;1409.0;NRG;NPY
42811;1;1227;95;3;43304;;1920;1912;3.0;899,767;1411.0;NRG;NPY
42812;1;1182;68;1;43605;;1920;1815;3.0;737,942;1344.0;NRG;NCZ
42813;1;4376;93;3;43766;;1959;2043;3.0;1874,318;1409.0;NUG;ZTY
42814;1;2579;46;1;43806;;1673;1599;2.0;758,427;1571.0;LMG;LFC
42815;1;4140;94;3;43816;;1912;1920;2.0;899,767;1415.0;NPY;NRG
42816;1;4427;47;1;43841;;1724;1588;2.0;611,768;1447.0;LRL;LDP
42817;1;148;47;1;43884;;1654;1588;2.0;631,008;1437.0;LLD;LDP
42818;1;4140;95;3;43903;;1912;1920;2.0;899,767;1411.0;NPY;NRG
42819;1;4140;95;3;43912;;1959;2043;3.0;1874,318;1411.0;NUG;ZTY
42820;1;2597;68;1;43914;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42821;1;1570;46;1;43927;;1673;1599;2.0;758,427;1571.0;LMG;LFC
42822;1;4273;59;1;43930;;1673;1588;2.0;651,757;1504.0;LMG;LDP
42823;1;1227;95;3;43956;;1912;1920;2.0;899,767;1411.0;NPY;NRG
42824;1;4313;48;1;43958;;1724;1588;2.0;611,768;1339.0;LRL;LDP
42825;1;1227;95;3;43959;;1912;1920;2.0;899,767;1411.0;NPY;NRG
42826;1;2597;68;1;43965;;1920;1654;3.0;2090,791;1344.0;NRG;LLD
42827;1;4361;59;1;43966;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42828;1;3951;48;1;43967;;1654;1588;2.0;631,008;1339.0;LLD;LDP
42829;1;1532;62;1;43968;;1591;1588;2.0;230,144;1529.0;LDV;LDP
42830;1;3644;95;3;43969;;1552;1959;2.0;1441,847;1411.0;LAR;NUG
42831;1;2579;46;1;43970;;1654;1599;2.0;737,678;1571.0;LLD;LFC
42832;1;2907;74;1;43972;;1662;1588;2.0;523,313;1532.0;LLS;LDP
42833;1;3765;46;1;43973;;1654;1588;2.0;631,008;1571.0;LLD;LDP
42834;1;3777;127;1;43974;;1895;1654;1.0;1205,568;1495.0;NOV;LLD
42835;1;4336;46;1;43976;;1815;1920;2.0;737,942;1571.0;NCZ;NRG
42836;1;2597;68;1;43977;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42837;1;1145;68;1;43978;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42838;1;1145;68;1;43979;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42839;1;1145;68;1;43980;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42840;1;1145;68;1;43981;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42841;1;2597;67;1;43982;;1920;1899;3.0;1133,725;1343.0;NRG;NPF
42842;1;3777;127;1;43983;;1886;1654;1.0;1187,628;1495.0;NMN;LLD
42843;1;3777;127;1;43984;;1886;1654;1.0;1187,628;1495.0;NMN;LLD
42844;1;148;47;1;43985;;1673;1588;2.0;651,757;1437.0;LMG;LDP
42845;1;4140;93;3;43987;;1959;1920;1.0;740,211;1409.0;NUG;NRG
42846;1;4096;59;1;43989;;1654;1588;2.0;631,008;2855.0;LLD;LDP
42847;1;4135;95;3;43991;;1552;2043;1.0;508,813;1411.0;LAR;ZTY
42848;1;3765;59;1;43992;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42849;1;3765;59;1;43993;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42850;1;1227;95;3;43994;;1912;1920;2.0;899,767;1411.0;NPY;NRG
42851;1;2597;68;1;43995;;1920;1654;3.0;2090,791;1344.0;NRG;LLD
42852;1;3323;46;1;43998;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42853;1;1227;95;3;43999;;1912;1920;2.0;899,767;1411.0;NPY;NRG
42854;1;3644;95;3;44000;;1613;1588;2.0;486,701;1414.0;LGP;LDP
42855;1;4065;48;1;44001;;1724;1588;2.0;611,768;1339.0;LRL;LDP
42856;1;3691;46;1;44003;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42857;1;3770;47;1;44004;;1899;1920;2.0;1133,725;1447.0;NPF;NRG
42858;1;2597;68;1;44005;;1920;1654;3.0;2090,791;1344.0;NRG;LLD
42859;1;2597;68;1;44006;;1920;1654;3.0;2090,791;1344.0;NRG;LLD
42860;1;4428;95;3;44008;;1686;1588;2.0;623,868;1414.0;LND;LDP
42861;1;1182;67;1;44009;;1820;1654;1.0;1242,306;1468.0;NDP;LLD
42862;1;4273;59;1;44010;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42863;1;2274;46;1;44011;;1955;1920;2.0;682,925;1571.0;NTP;NRG
42864;1;2274;46;1;44012;;1955;1920;2.0;682,925;1571.0;NTP;NRG
42865;1;1145;68;1;44013;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42866;1;4065;48;1;44014;;1724;1588;2.0;611,768;1339.0;LRL;LDP
42867;1;1355;67;1;44015;;1588;1673;3.0;651,757;1343.0;LDP;LMG
42868;1;3692;46;1;44016;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42869;1;4140;94;3;44018;;1912;1815;1.0;447,287;1415.0;NPY;NCZ
42870;1;911;46;1;44019;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42871;1;3324;59;1;44020;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42872;1;1627;59;1;44021;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42873;1;4140;93;3;44022;;1920;1912;3.0;899,767;1409.0;NRG;NPY
42874;1;3648;46;1;44026;;1815;1920;2.0;737,942;1571.0;NCZ;NRG
42875;1;4065;48;1;44029;;1654;1588;2.0;631,008;1339.0;LLD;LDP
42876;1;4429;59;1;44030;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42877;1;4430;59;1;44031;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42878;1;4431;59;1;44032;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42879;1;3526;59;1;44034;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42880;1;148;65;1;44035;;1599;1673;3.0;758,427;1408.0;LFC;LMG
42881;1;4017;48;1;44036;;1678;1588;2.0;638,658;1339.0;LMN;LDP
42882;1;4093;46;1;44037;;1654;1599;2.0;737,678;1571.0;LLD;LFC
42883;1;4093;46;1;44038;;1654;1599;2.0;737,678;1571.0;LLD;LFC
42884;1;3476;59;1;44039;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42885;1;1182;67;1;44040;;1820;1654;1.0;1242,306;1468.0;NDP;LLD
42886;1;2974;46;1;44043;;1815;1920;2.0;737,942;1571.0;NCZ;NRG
42887;1;3765;46;1;44045;;1654;1588;2.0;631,008;1571.0;LLD;LDP
42888;1;2595;87;2;44046;;1556;1912;1.0;815,772;1486.0;LAW;NPY
42889;1;1182;68;1;44047;;1920;1673;3.0;2111,540;1344.0;NRG;LMG
42890;1;2589;87;2;44048;;1556;1899;1.0;850,014;1486.0;LAW;NPF
42891;1;1048;48;1;44049;;1678;1588;2.0;638,658;1339.0;LMN;LDP
42892;1;3273;59;1;44050;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42893;1;3273;59;1;44051;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42894;1;31;47;1;44052;;1654;1588;2.0;631,008;2786.0;LLD;LDP
42895;1;3765;59;1;44053;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42896;1;3765;59;1;44054;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42897;1;1119;59;1;44055;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42898;1;4140;93;3;44056;;1912;1920;2.0;899,767;1409.0;NPY;NRG
42899;1;2581;87;2;44058;;1556;1899;1.0;850,014;1486.0;LAW;NPF
42900;1;4140;93;3;44061;;1912;1920;2.0;899,767;1409.0;NPY;NRG
42901;1;4140;93;3;44063;;1912;1920;2.0;899,767;1409.0;NPY;NRG
42902;1;4140;93;3;44064;;1912;1920;2.0;899,767;1409.0;NPY;NRG
42903;1;3644;96;3;44069;;1588;1912;3.0;940,760;1416.0;LDP;NPY
42904;1;3560;46;1;44070;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42905;1;2662;46;1;44071;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42906;1;3768;46;1;44072;;1815;1920;2.0;737,942;1571.0;NCZ;NRG
42907;1;2274;46;1;44073;;1899;1920;2.0;1133,725;1571.0;NPF;NRG
42908;1;4140;93;3;44074;;1912;1920;2.0;899,767;1409.0;NPY;NRG
42909;1;4140;95;3;44075;;1912;1920;2.0;899,767;1411.0;NPY;NRG
42910;1;4140;95;3;44076;;1912;1920;2.0;899,767;1411.0;NPY;NRG
42911;1;3765;46;1;44077;;1654;1588;2.0;631,008;1571.0;LLD;LDP
42912;1;3137;46;1;44078;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42913;1;1516;59;1;44079;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42914;1;1516;59;1;44080;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42915;1;1182;68;1;44082;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42916;1;4273;59;1;44083;;1654;1599;2.0;737,678;2855.0;LLD;LFC
42917;1;2850;59;1;44085;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42918;1;3476;59;1;44086;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42919;1;4336;46;1;44087;;1815;1920;2.0;737,942;1571.0;NCZ;NRG
42920;1;2274;46;1;44092;;1899;1920;2.0;1133,725;1571.0;NPF;NRG
42921;1;4348;66;1;44094;;1920;1899;3.0;1133,725;1474.0;NRG;NPF
42922;1;4348;70;1;44095;;1920;1794;3.0;1188,283;2792.0;NRG;NCA
42923;1;1696;46;1;44096;;1724;1588;2.0;611,768;1571.0;LRL;LDP
42924;1;3765;59;1;44097;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42925;1;1516;59;1;44098;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42926;1;1193;55;1;44099;;1773;2003;1.0;1972,475;1362.0;NAL;ZIU
42927;1;31;59;1;44100;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42928;1;4376;95;3;44101;;1959;1686;3.0;1859,486;1411.0;NUG;LND
42929;1;1193;55;1;44102;;1773;2003;1.0;1972,475;1362.0;NAL;ZIU
42930;1;1193;55;1;44104;;1773;2003;1.0;1972,475;1362.0;NAL;ZIU
42931;1;1193;55;1;44105;;1959;2003;3.0;2111,451;1362.0;NUG;ZIU
42932;1;4138;47;1;44106;;1588;1654;3.0;631,008;2786.0;LDP;LLD
42933;1;4352;59;1;44107;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42934;1;4345;59;1;44108;;1673;1899;1.0;1290,643;2855.0;LMG;NPF
42935;1;4020;68;1;44109;;1920;1815;3.0;737,942;1344.0;NRG;NCZ
42936;1;1186;46;1;44110;;1934;1920;2.0;407,338;1571.0;NSG;NRG
42937;1;1355;66;1;44111;;1588;1673;3.0;651,757;1476.0;LDP;LMG
42938;1;1193;55;1;44112;;1773;2003;1.0;1972,475;1362.0;NAL;ZIU
42939;1;1193;55;1;44114;;1773;2003;1.0;1972,475;1362.0;NAL;ZIU
42940;1;4432;59;1;44117;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42941;1;2657;46;1;44118;;1899;1920;2.0;1133,725;1571.0;NPF;NRG
42942;1;1182;68;1;44119;;1920;1938;3.0;592,832;1344.0;NRG;NSM
42943;1;3273;46;1;44120;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42944;1;2274;46;1;44121;;1955;1920;2.0;682,925;1571.0;NTP;NRG
42945;1;1193;46;1;44122;;1773;2003;1.0;1972,475;1571.0;NAL;ZIU
42946;1;2597;68;1;44123;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42947;1;2597;68;1;44124;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42948;1;2597;68;1;44125;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42949;1;2597;68;1;44126;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42950;1;2597;68;1;44127;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42951;1;2869;59;1;44128;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42952;1;2579;59;1;44130;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42953;1;4433;59;1;44132;;1724;1588;2.0;611,768;2855.0;LRL;LDP
42954;1;2859;46;1;44133;;1673;1588;2.0;651,757;1571.0;LMG;LDP
42955;1;2623;59;1;44136;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42956;1;3644;94;3;44140;;1591;1686;1.0;393,724;1415.0;LDV;LND
42957;1;2623;59;1;44141;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42958;1;2597;68;1;44142;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42959;1;2579;59;1;44143;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42960;1;4140;96;3;44145;;1815;1912;1.0;447,287;1416.0;NCZ;NPY
42961;1;3248;68;1;44146;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42962;1;3248;68;1;44147;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42963;1;2597;68;1;44148;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42964;1;2597;68;1;44149;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42965;1;2597;68;1;44150;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42966;1;2597;68;1;44151;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42967;1;1182;67;1;44154;;1920;1654;3.0;2090,791;1468.0;NRG;LLD
42968;1;4020;67;1;44157;;1920;1861;3.0;791,438;1343.0;NRG;NIJ
42969;1;4336;46;1;44158;;1815;1920;2.0;737,942;1571.0;NCZ;NRG
42970;1;1193;55;1;44160;;1959;2003;3.0;2111,451;1362.0;NUG;ZIU
42971;1;1192;55;1;44161;;1959;2003;3.0;2111,451;1362.0;NUG;ZIU
42972;1;3248;68;1;44162;;1588;1673;3.0;651,757;1344.0;LDP;LMG
42973;1;2597;68;1;44163;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42974;1;2597;68;1;44164;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42975;1;2597;68;1;44165;;1920;1899;3.0;1133,725;1344.0;NRG;NPF
42976;1;4096;59;1;44166;;1654;1588;2.0;631,008;2855.0;LLD;LDP
42977;1;2850;59;1;44167;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42978;1;1182;67;1;44168;;1920;1654;3.0;2090,791;1468.0;NRG;LLD
42979;1;3765;59;1;44169;;1673;1588;2.0;651,757;2855.0;LMG;LDP
42980;1;2579;59;1;44171;;1673;1599;2.0;758,427;2855.0;LMG;LFC
42981;1;1182;67;1;44172;;1920;1654;3.0;2090,791;1468.0;NRG;LLD
42982;1;1193;55;1;44174;;1773;2003;1.0;1972,475;1362.0;NAL;ZIU
42983;1;1193;55;1;44175;;1773;2003;1.0;1972,475;1362.0;NAL;ZIU
42984;1;1187;55;1;44176;;1773;2026;1.0;1944,685;1362.0;NAL;ZOU
